CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RF_Score,Segment
12588.0,6,1,328.9,4,1,2,41,New Customers
12589.0,98,1,715.5,1,1,3,11,Lost Customers
12594.0,55,1,154.14,2,1,1,21,Potential Loyalists
12598.0,54,2,649.71,2,3,3,23,Loyal Customers
12600.0,68,5,1133.07,2,4,4,24,Loyal Customers
12606.0,90,1,21.0,1,1,1,11,Lost Customers
12609.0,26,2,720.55,3,3,3,33,Loyal Customers
12613.0,17,2,1743.43,4,3,4,43,Loyal Customers
12615.0,39,1,1155.48,3,1,4,31,Potential Loyalists
12621.0,40,2,1322.52,3,3,4,33,Loyal Customers
12623.0,7,3,2338.59,4,3,4,43,Loyal Customers
12625.0,5,1,969.69,4,1,3,41,New Customers
12631.0,6,3,1664.41,4,3,4,43,Loyal Customers
12636.0,147,1,141.0,1,1,1,11,Lost Customers
12638.0,48,1,249.8,2,1,2,21,Potential Loyalists
12639.0,36,1,253.57999999999998,3,1,2,31,Potential Loyalists
12643.0,19,1,2213.2000000000003,3,1,4,31,Potential Loyalists
12644.0,78,2,868.13,2,3,3,23,Loyal Customers
12645.0,55,2,846.74,2,3,3,23,Loyal Customers
12647.0,7,10,5050.41,4,4,4,44,Champions
12648.0,49,2,311.8,2,3,2,23,Loyal Customers
12649.0,102,2,385.5,1,3,2,13,Loyal Customers
12662.0,26,1,476.36,3,1,3,31,Potential Loyalists
12663.0,33,2,239.4,3,3,1,33,Loyal Customers
12664.0,135,1,549.08,1,1,3,11,Lost Customers
12665.0,77,1,168.8,2,1,1,21,Potential Loyalists
12668.0,49,3,3867.58,2,3,4,23,Loyal Customers
12670.0,75,1,225.60000000000002,2,1,1,21,Potential Loyalists
12671.0,14,1,2622.481,4,1,4,41,New Customers
12672.0,4,1,211.15,4,1,1,41,New Customers
12677.0,74,1,190.7,2,1,1,21,Potential Loyalists
12678.0,109,2,2310.3,1,3,4,13,Loyal Customers
12681.0,6,9,5680.31,4,4,4,44,Champions
12682.0,13,9,5158.01,4,4,4,44,Champions
12683.0,77,3,1557.66,2,3,4,23,Loyal Customers
12692.0,45,1,110.95,2,1,1,21,Potential Loyalists
12695.0,74,1,493.66,2,1,3,21,Potential Loyalists
12701.0,42,1,547.3199999999999,2,1,3,21,Potential Loyalists
12703.0,42,3,722.98,2,3,3,23,Loyal Customers
12708.0,26,4,1030.43,3,4,4,34,Loyal Customers
12709.0,6,9,10642.46,4,4,4,44,Champions
12711.0,20,2,1339.05,3,3,4,33,Loyal Customers
12712.0,81,2,562.38,1,3,3,13,Loyal Customers
12714.0,42,3,3835.19,2,3,4,23,Loyal Customers
12726.0,32,1,381.36,3,1,2,31,Potential Loyalists
12727.0,63,1,759.32,2,1,3,21,Potential Loyalists
12731.0,56,1,1626.4,2,1,4,21,Potential Loyalists
12733.0,98,1,1130.22,1,1,4,11,Lost Customers
12742.0,34,1,1201.52,3,1,4,31,Potential Loyalists
12745.0,90,1,201.56,1,1,1,11,Lost Customers
12747.0,4,7,1716.17,4,4,4,44,Champions
12748.0,10,34,5501.15,4,4,4,44,Champions
12755.0,43,3,147.41,2,3,1,23,Loyal Customers
12758.0,34,2,4340.05,3,3,4,33,Loyal Customers
12759.0,144,1,508.26,1,1,3,11,Lost Customers
12765.0,19,2,394.5,3,3,2,33,Loyal Customers
12776.0,76,1,55.5,2,1,1,21,Potential Loyalists
12778.0,11,1,378.6,4,1,2,41,New Customers
12779.0,57,2,690.68,2,3,3,23,Loyal Customers
12780.0,7,1,337.4,4,1,2,41,New Customers
12785.0,139,1,366.9,1,1,2,11,Lost Customers
12786.0,18,1,728.5,4,1,3,41,New Customers
12789.0,102,1,89.25,1,1,1,11,Lost Customers
12791.0,8,4,555.11,4,4,3,44,Champions
12796.0,36,1,381.0,3,1,2,31,Potential Loyalists
12800.0,85,2,403.33000000000004,1,3,2,13,Loyal Customers
12805.0,14,2,520.2,4,3,3,43,Loyal Customers
12809.0,55,1,633.6800000000001,2,1,3,21,Potential Loyalists
12810.0,85,1,159.66,1,1,1,11,Lost Customers
12813.0,101,1,244.2,1,1,1,11,Lost Customers
12820.0,63,3,854.85,2,3,3,23,Loyal Customers
12821.0,19,1,128.07999999999998,3,1,1,31,Potential Loyalists
12823.0,4,4,1242.0,4,4,4,44,Champions
12825.0,50,1,214.82999999999998,2,1,1,21,Potential Loyalists
12826.0,130,1,458.20000000000005,1,1,2,11,Lost Customers
12835.0,7,21,3867.45,4,4,4,44,Champions
12836.0,6,5,1862.31,4,4,4,44,Champions
12838.0,1,1,228.05,4,1,1,41,New Customers
12839.0,53,5,1397.6,2,4,4,24,Loyal Customers
12840.0,82,1,150.0,1,1,1,11,Lost Customers
12842.0,146,1,397.20000000000005,1,1,2,11,Lost Customers
12843.0,18,5,825.6,4,4,3,44,Champions
12844.0,2,1,123.03,4,1,1,41,New Customers
12846.0,90,1,15.58,1,1,1,11,Lost Customers
12848.0,84,1,208.0,1,1,1,11,Lost Customers
12853.0,81,1,413.0,1,1,2,11,Lost Customers
12854.0,60,3,1240.84,2,3,4,23,Loyal Customers
12857.0,91,1,204.60000000000002,1,1,1,11,Lost Customers
12860.0,101,1,55.47,1,1,1,11,Lost Customers
12861.0,28,1,68.25,3,1,1,31,Potential Loyalists
12867.0,71,2,995.57,2,3,4,23,Loyal Customers
12869.0,90,1,337.66999999999996,1,1,2,11,Lost Customers
12870.0,32,1,209.3,3,1,1,31,Potential Loyalists
12872.0,51,4,1262.8700000000001,2,4,4,24,Loyal Customers
12873.0,90,1,492.4,1,1,3,11,Lost Customers
12875.0,11,2,659.52,4,3,3,43,Loyal Customers
12877.0,1,2,481.94,4,3,3,43,Loyal Customers
12891.0,34,2,84.0,3,3,1,33,Loyal Customers
12898.0,68,1,158.32,2,1,1,21,Potential Loyalists
12905.0,90,1,593.66,1,1,3,11,Lost Customers
12908.0,38,1,318.0,3,1,2,31,Potential Loyalists
12909.0,62,1,284.11,2,1,2,21,Potential Loyalists
12910.0,30,1,1017.96,3,1,4,31,Potential Loyalists
12913.0,27,4,1521.6000000000001,3,4,4,34,Loyal Customers
12916.0,16,2,1155.62,4,3,4,43,Loyal Customers
12917.0,138,1,1552.9,1,1,4,11,Lost Customers
12918.0,34,1,10953.5,3,1,4,31,Potential Loyalists
12920.0,133,2,138.9,1,3,1,13,Loyal Customers
12921.0,1,12,6837.6900000000005,4,4,4,44,Champions
12924.0,47,4,419.24,2,4,2,24,Loyal Customers
12925.0,1,1,35.28,4,1,1,41,New Customers
12926.0,55,2,612.4,2,3,3,23,Loyal Customers
12931.0,7,17,6109.59,4,4,4,44,Champions
12932.0,5,4,749.87,4,4,3,44,Champions
12933.0,137,1,155.79,1,1,1,11,Lost Customers
12934.0,145,1,181.65,1,1,1,11,Lost Customers
12935.0,12,2,498.46,4,3,3,43,Loyal Customers
12937.0,130,2,314.57,1,3,2,13,Loyal Customers
12939.0,61,2,787.5,2,3,3,23,Loyal Customers
12941.0,133,1,377.49,1,1,2,11,Lost Customers
12943.0,14,1,315.85,4,1,2,41,New Customers
12945.0,64,1,437.16,2,1,2,21,Potential Loyalists
12948.0,139,2,252.48000000000002,1,3,2,13,Loyal Customers
12949.0,7,8,5276.51,4,4,4,44,Champions
12951.0,39,3,513.45,3,3,3,33,Loyal Customers
12954.0,47,1,162.45,2,1,1,21,Potential Loyalists
12956.0,93,3,413.82,1,3,2,13,Loyal Customers
12957.0,14,3,3437.3,4,3,4,43,Loyal Customers
12960.0,70,1,413.67,2,1,2,21,Potential Loyalists
12969.0,11,1,122.45,4,1,1,41,New Customers
12970.0,143,1,260.64,1,1,2,11,Lost Customers
12971.0,6,6,1589.15,4,4,4,44,Champions
12972.0,56,2,633.61,2,3,3,23,Loyal Customers
12975.0,142,1,441.63,1,1,2,11,Lost Customers
12976.0,4,3,1197.22,4,3,4,43,Loyal Customers
12978.0,54,4,1946.46,2,4,4,24,Loyal Customers
12979.0,137,1,517.7,1,1,3,11,Lost Customers
12980.0,27,4,3094.08,3,4,4,34,Loyal Customers
12982.0,15,1,701.97,4,1,3,41,New Customers
12983.0,7,1,490.08000000000004,4,1,3,41,New Customers
12986.0,50,2,760.72,2,3,3,23,Loyal Customers
12987.0,18,2,460.68,4,3,2,43,Loyal Customers
12989.0,19,9,2603.14,3,4,4,34,Loyal Customers
12990.0,28,1,117.0,3,1,1,31,Potential Loyalists
12992.0,133,1,93.35000000000001,1,1,1,11,Lost Customers
12993.0,39,2,436.45,3,3,2,33,Loyal Customers
12997.0,21,1,2.95,3,1,1,31,Potential Loyalists
12998.0,18,2,604.1,4,3,3,43,Loyal Customers
13000.0,133,1,497.65000000000003,1,1,3,11,Lost Customers
13001.0,15,6,4197.08,4,4,4,44,Champions
13004.0,4,8,2662.2,4,4,4,44,Champions
13008.0,131,1,189.31,1,1,1,11,Lost Customers
13009.0,81,1,234.0,1,1,1,11,Lost Customers
13010.0,57,1,177.12,2,1,1,21,Potential Loyalists
13013.0,11,4,2800.3900000000003,4,4,4,44,Champions
13015.0,11,1,735.64,4,1,3,41,New Customers
13018.0,57,2,818.7,2,3,3,23,Loyal Customers
13019.0,19,3,611.53,3,3,3,33,Loyal Customers
13020.0,68,1,448.01,2,1,2,21,Potential Loyalists
13021.0,1,3,962.39,4,3,3,43,Loyal Customers
13025.0,140,1,323.39,1,1,2,11,Lost Customers
13026.0,50,2,586.0,2,3,3,23,Loyal Customers
13027.0,21,6,3408.0,3,4,4,34,Loyal Customers
13036.0,93,1,307.1,1,1,2,11,Lost Customers
13037.0,53,4,1349.55,2,4,4,24,Loyal Customers
13039.0,13,3,637.5500000000001,4,3,3,43,Loyal Customers
13042.0,7,3,1556.54,4,3,4,43,Loyal Customers
13044.0,9,6,2771.22,4,4,4,44,Champions
13047.0,25,4,1483.16,3,4,4,34,Loyal Customers
13048.0,90,1,394.6,1,1,2,11,Lost Customers
13050.0,2,6,2256.23,4,4,4,44,Champions
13051.0,28,1,75.0,3,1,1,31,Potential Loyalists
13052.0,13,2,1152.95,4,3,4,43,Loyal Customers
13053.0,30,1,127.65,3,1,1,31,Potential Loyalists
13057.0,40,1,353.49,3,1,2,31,Potential Loyalists
13059.0,27,2,626.09,3,3,3,33,Loyal Customers
13070.0,140,1,154.2,1,1,1,11,Lost Customers
13071.0,21,1,129.22,3,1,1,31,Potential Loyalists
13074.0,25,3,1062.24,3,3,4,33,Loyal Customers
13077.0,130,2,639.84,1,3,3,13,Loyal Customers
13078.0,6,11,6168.99,4,4,4,44,Champions
13080.0,18,1,70.3,4,1,1,41,New Customers
13081.0,48,4,10149.76,2,4,4,24,Loyal Customers
13082.0,32,3,677.7,3,3,3,33,Loyal Customers
13085.0,88,6,2017.2,1,4,4,14,Loyal Customers
13087.0,134,1,313.64,1,1,2,11,Lost Customers
13089.0,5,32,16848.9,4,4,4,44,Champions
13091.0,138,2,1976.0,1,3,4,13,Loyal Customers
13092.0,11,3,788.7,4,3,3,43,Loyal Customers
13093.0,8,14,10811.65,4,4,4,44,Champions
13097.0,13,9,3737.54,4,4,4,44,Champions
13101.0,89,1,168.54999999999998,1,1,1,11,Lost Customers
13104.0,61,1,96.66,2,1,1,21,Potential Loyalists
13107.0,19,2,1302.33,3,3,4,33,Loyal Customers
13110.0,61,3,705.8000000000001,2,3,3,23,Loyal Customers
13111.0,127,1,321.88000000000005,1,1,2,11,Lost Customers
13113.0,29,1,523.53,3,1,3,31,Potential Loyalists
13114.0,139,1,234.38,1,1,1,11,Lost Customers
13115.0,8,1,754.5,4,1,3,41,New Customers
13117.0,1,2,307.09,4,3,2,43,Loyal Customers
13119.0,77,1,134.9,2,1,1,21,Potential Loyalists
13126.0,3,2,782.29,4,3,3,43,Loyal Customers
13128.0,39,1,263.5,3,1,2,31,Potential Loyalists
13131.0,77,1,651.41,2,1,3,21,Potential Loyalists
13136.0,139,1,549.09,1,1,3,11,Lost Customers
13141.0,35,4,1953.84,3,4,4,34,Loyal Customers
13145.0,8,1,102.0,4,1,1,41,New Customers
13148.0,36,5,1950.68,3,4,4,34,Loyal Customers
13150.0,39,1,176.51999999999998,3,1,1,31,Potential Loyalists
13151.0,34,2,1322.8700000000001,3,3,4,33,Loyal Customers
13152.0,1,3,1112.23,4,3,4,43,Loyal Customers
13154.0,144,1,337.1,1,1,2,11,Lost Customers
13156.0,76,2,1239.6,2,3,4,23,Loyal Customers
13157.0,50,1,193.2,2,1,1,21,Potential Loyalists
13162.0,27,7,5515.1,3,4,4,34,Loyal Customers
13163.0,18,1,17.65,4,1,1,41,New Customers
13164.0,76,1,275.8,2,1,2,21,Potential Loyalists
13173.0,56,5,1047.7,2,4,4,24,Loyal Customers
13174.0,20,5,3203.33,3,4,4,34,Loyal Customers
13175.0,144,1,319.15,1,1,2,11,Lost Customers
13178.0,49,4,2770.42,2,4,4,24,Loyal Customers
13179.0,27,1,572.3100000000001,3,1,3,31,Potential Loyalists
13180.0,16,1,86.10000000000001,4,1,1,41,New Customers
13183.0,44,1,493.44,2,1,3,21,Potential Loyalists
13187.0,32,3,130.99,3,3,1,33,Loyal Customers
13190.0,86,2,362.05,1,3,2,13,Loyal Customers
13191.0,66,1,164.69,2,1,1,21,Potential Loyalists
13192.0,95,1,724.92,1,1,3,11,Lost Customers
13196.0,26,1,199.97,3,1,1,31,Potential Loyalists
13197.0,18,1,373.01000000000005,4,1,2,41,New Customers
13199.0,4,11,2427.43,4,4,4,44,Champions
13201.0,51,1,316.75,2,1,2,21,Potential Loyalists
13202.0,21,3,778.08,3,3,3,33,Loyal Customers
13203.0,39,2,460.22,3,3,2,33,Loyal Customers
13204.0,139,1,966.6600000000001,1,1,3,11,Lost Customers
13206.0,36,9,5702.72,3,4,4,34,Loyal Customers
13207.0,20,1,214.20000000000002,3,1,1,31,Potential Loyalists
13208.0,145,1,61.12,1,1,1,11,Lost Customers
13209.0,27,3,1564.98,3,3,4,33,Loyal Customers
13211.0,44,3,533.1,2,3,3,23,Loyal Customers
13214.0,37,2,1791.98,3,3,4,33,Loyal Customers
13217.0,64,1,132.5,2,1,1,21,Potential Loyalists
13219.0,26,1,76.23,3,1,1,31,Potential Loyalists
13223.0,74,1,216.60000000000002,2,1,1,21,Potential Loyalists
13225.0,15,5,5842.07,4,4,4,44,Champions
13230.0,39,1,283.0,3,1,2,31,Potential Loyalists
13233.0,102,1,290.63,1,1,2,11,Lost Customers
13234.0,81,2,356.95,1,3,2,13,Loyal Customers
13240.0,9,3,269.47,4,3,2,43,Loyal Customers
13242.0,77,1,117.0,2,1,1,21,Potential Loyalists
13243.0,40,1,292.66,3,1,2,31,Potential Loyalists
13249.0,54,2,176.0,2,3,1,23,Loyal Customers
13252.0,34,1,346.9,3,1,2,31,Potential Loyalists
13253.0,112,1,974.39,1,1,3,11,Lost Customers
13259.0,16,4,653.5600000000001,4,4,3,44,Champions
13262.0,9,1,232.41,4,1,1,41,New Customers
13266.0,13,3,939.46,4,3,3,43,Loyal Customers
13267.0,4,6,2130.77,4,4,4,44,Champions
13269.0,4,7,1564.99,4,4,4,44,Champions
13275.0,40,1,180.16,3,1,1,31,Potential Loyalists
13276.0,50,1,396.83,2,1,2,21,Potential Loyalists
13278.0,19,1,297.69,3,1,2,31,Potential Loyalists
13280.0,53,1,478.5,2,1,3,21,Potential Loyalists
13283.0,48,1,127.80000000000001,2,1,1,21,Potential Loyalists
13285.0,9,2,655.47,4,3,3,43,Loyal Customers
13286.0,8,1,734.91,4,1,3,41,New Customers
13287.0,11,3,781.59,4,3,3,43,Loyal Customers
13288.0,61,2,548.64,2,3,3,23,Loyal Customers
13289.0,132,1,307.95,1,1,2,11,Lost Customers
13291.0,18,3,636.08,4,3,3,43,Loyal Customers
13293.0,2,3,746.13,4,3,3,43,Loyal Customers
13294.0,55,1,815.79,2,1,3,21,Potential Loyalists
13304.0,78,1,307.85,2,1,2,21,Potential Loyalists
13305.0,47,1,415.78000000000003,2,1,2,21,Potential Loyalists
13307.0,1,1,227.74,4,1,1,41,New Customers
13308.0,5,1,284.86,4,1,2,41,New Customers
13313.0,36,4,1006.97,3,4,4,34,Loyal Customers
13315.0,97,1,310.26,1,1,2,11,Lost Customers
13316.0,48,1,2017.3600000000001,2,1,4,21,Potential Loyalists
13317.0,68,2,944.87,2,3,3,23,Loyal Customers
13319.0,29,12,4049.67,3,4,4,34,Loyal Customers
13327.0,26,5,2577.15,3,4,4,34,Loyal Customers
13329.0,143,1,334.65,1,1,2,11,Lost Customers
13330.0,63,1,638.57,2,1,3,21,Potential Loyalists
13333.0,67,1,162.18,2,1,1,21,Potential Loyalists
13334.0,61,1,1191.6200000000001,2,1,4,21,Potential Loyalists
13338.0,112,1,757.1,1,1,3,11,Lost Customers
13340.0,29,3,6986.0599999999995,3,3,4,33,Loyal Customers
13346.0,5,1,45.9,4,1,1,41,New Customers
13357.0,35,2,1573.07,3,3,4,33,Loyal Customers
13360.0,102,2,715.15,1,3,3,13,Loyal Customers
13361.0,26,1,817.25,3,1,3,31,Potential Loyalists
13371.0,40,1,1189.01,3,1,4,31,Potential Loyalists
13373.0,29,2,2154.85,3,3,4,33,Loyal Customers
13377.0,54,1,815.32,2,1,3,21,Potential Loyalists
13381.0,70,2,980.39,2,3,3,23,Loyal Customers
13382.0,27,3,655.65,3,3,3,33,Loyal Customers
13388.0,12,1,508.55,4,1,3,41,New Customers
13392.0,86,1,91.14,1,1,1,11,Lost Customers
13393.0,64,3,888.37,2,3,3,23,Loyal Customers
13394.0,12,5,1976.5,4,4,4,44,Champions
13397.0,26,3,1020.94,3,3,4,33,Loyal Customers
13403.0,132,1,78.6,1,1,1,11,Lost Customers
13405.0,132,1,146.45999999999998,1,1,1,11,Lost Customers
13406.0,40,1,140.16,3,1,1,31,Potential Loyalists
13407.0,7,2,2185.0,4,3,4,43,Loyal Customers
13408.0,1,21,11591.582,4,4,4,44,Champions
13410.0,107,2,682.9200000000001,1,3,3,13,Loyal Customers
13412.0,28,1,487.34999999999997,3,1,3,31,Potential Loyalists
13413.0,48,6,429.44,2,4,2,24,Loyal Customers
13414.0,11,1,219.85999999999999,4,1,1,41,New Customers
13415.0,38,3,749.67,3,3,3,33,Loyal Customers
13416.0,145,1,228.3,1,1,1,11,Lost Customers
13417.0,26,2,714.4,3,3,3,33,Loyal Customers
13418.0,15,3,1874.42,4,3,4,43,Loyal Customers
13421.0,71,3,819.49,2,3,3,23,Loyal Customers
13426.0,10,4,1791.47,4,4,4,44,Champions
13427.0,131,1,96.0,1,1,1,11,Lost Customers
13431.0,6,2,531.15,4,3,3,43,Loyal Customers
13432.0,20,1,130.3,3,1,1,31,Potential Loyalists
13433.0,12,2,410.73999999999995,4,3,2,43,Loyal Customers
13434.0,64,1,339.18,2,1,2,21,Potential Loyalists
13442.0,75,3,419.87,2,3,2,23,Loyal Customers
13443.0,14,4,765.4300000000001,4,4,3,44,Champions
13445.0,34,1,241.89999999999998,3,1,1,31,Potential Loyalists
13446.0,5,5,1856.68,4,4,4,44,Champions
13448.0,89,3,1649.4,1,3,4,13,Loyal Customers
13450.0,11,1,239.64,4,1,1,41,New Customers
13451.0,36,1,872.9399999999999,3,1,3,31,Potential Loyalists
13454.0,49,1,219.87,2,1,1,21,Potential Loyalists
13455.0,1,3,914.8,4,3,3,43,Loyal Customers
13457.0,97,2,148.22,1,3,1,13,Loyal Customers
13459.0,33,2,1160.4099999999999,3,3,4,33,Loyal Customers
13461.0,5,1,336.6,4,1,2,41,New Customers
13462.0,46,3,526.46,2,3,3,23,Loyal Customers
13464.0,26,1,299.34000000000003,3,1,2,31,Potential Loyalists
13466.0,37,1,262.31,3,1,2,31,Potential Loyalists
13468.0,14,12,2927.96,4,4,4,44,Champions
13469.0,61,1,82.4,2,1,1,21,Potential Loyalists
13473.0,14,5,1851.72,4,4,4,44,Champions
13476.0,53,1,240.8,2,1,1,21,Potential Loyalists
13477.0,92,1,422.70000000000005,1,1,2,11,Lost Customers
13478.0,40,3,1650.51,3,3,4,33,Loyal Customers
13480.0,88,1,493.94,1,1,3,11,Lost Customers
13481.0,43,2,739.1800000000001,2,3,3,23,Loyal Customers
13482.0,36,1,151.45,3,1,1,31,Potential Loyalists
13484.0,48,1,165.78,2,1,1,21,Potential Loyalists
13485.0,6,3,834.28,4,3,3,43,Loyal Customers
13487.0,143,1,103.95,1,1,1,11,Lost Customers
13488.0,92,1,350.73,1,1,2,11,Lost Customers
13490.0,62,1,154.25,2,1,1,21,Potential Loyalists
13491.0,20,7,1935.96,3,4,4,34,Loyal Customers
13495.0,34,3,1210.51,3,3,4,33,Loyal Customers
13497.0,34,3,582.23,3,3,3,33,Loyal Customers
13498.0,138,1,327.38,1,1,2,11,Lost Customers
13503.0,69,2,931.02,2,3,3,23,Loyal Customers
13508.0,51,1,176.07999999999998,2,1,1,21,Potential Loyalists
13510.0,1,3,1312.79,4,3,4,43,Loyal Customers
13511.0,85,1,282.76,1,1,2,11,Lost Customers
13513.0,63,1,299.64,2,1,2,21,Potential Loyalists
13514.0,90,1,346.3,1,1,2,11,Lost Customers
13515.0,53,1,188.1,2,1,1,21,Potential Loyalists
13520.0,16,3,1795.88,4,3,4,43,Loyal Customers
13526.0,147,2,1182.0,1,3,4,13,Loyal Customers
13527.0,2,3,1349.16,4,3,4,43,Loyal Customers
13530.0,42,1,402.97999999999996,2,1,2,21,Potential Loyalists
13531.0,4,2,607.3100000000001,4,3,3,43,Loyal Customers
13538.0,64,2,803.54,2,3,3,23,Loyal Customers
13540.0,64,2,369.25,2,3,2,23,Loyal Customers
13542.0,11,7,1615.89,4,4,4,44,Champions
13543.0,43,2,1439.6100000000001,2,3,4,23,Loyal Customers
13544.0,53,1,194.32,2,1,1,21,Potential Loyalists
13551.0,74,1,152.39999999999998,2,1,1,21,Potential Loyalists
13552.0,18,3,1346.06,4,3,4,43,Loyal Customers
13553.0,83,1,517.8,1,1,3,11,Lost Customers
13555.0,1,5,1623.35,4,4,4,44,Champions
13557.0,33,6,1525.38,3,4,4,34,Loyal Customers
13561.0,13,4,578.68,4,4,3,44,Champions
13562.0,82,3,1600.0,1,3,4,13,Loyal Customers
13564.0,14,11,4270.96,4,4,4,44,Champions
13566.0,48,1,291.12,2,1,2,21,Potential Loyalists
13571.0,33,4,649.4,3,4,3,34,Loyal Customers
13573.0,45,1,81.85,2,1,1,21,Potential Loyalists
13576.0,26,4,1624.43,3,4,4,34,Loyal Customers
13577.0,6,4,624.48,4,4,3,44,Champions
13579.0,68,1,383.55,2,1,2,21,Potential Loyalists
13582.0,26,1,77.5,3,1,1,31,Potential Loyalists
13583.0,88,1,664.001,1,1,3,11,Lost Customers
13584.0,84,1,1.3,1,1,1,11,Lost Customers
13585.0,146,1,12.75,1,1,1,11,Lost Customers
13587.0,72,1,568.3,2,1,3,21,Potential Loyalists
13589.0,142,1,269.15,1,1,2,11,Lost Customers
13590.0,14,4,1388.78,4,4,4,44,Champions
13591.0,11,2,548.46,4,3,3,43,Loyal Customers
13593.0,19,4,1288.33,3,4,4,34,Loyal Customers
13595.0,54,1,547.69,2,1,3,21,Potential Loyalists
13598.0,60,2,268.37,2,3,2,23,Loyal Customers
13599.0,47,4,2472.7200000000003,2,4,4,24,Loyal Customers
13600.0,42,1,298.9,2,1,2,21,Potential Loyalists
13604.0,67,1,717.62,2,1,3,21,Potential Loyalists
13609.0,2,1,167.35,4,1,1,41,New Customers
